Date,Samsung,Apple,Unknown,Nokia,Huawei,Xiaomi,LG,Sony,Motorola,Oppo,HTC,Lenovo,RIM,Micromax,Mobicel,Asus,General Mobile,Google,BBK,ZTE,Alcatel,Vivo,Realme,OnePlus,Tecno,Lava,Infinix,Gionee,Vodafone,Turkcell,Wiko,Coolpad,Lyf,Casper,Hisense,Vestel,Itel,Spice,AIS,Meizu,bq,QMobile,LeEco,Panasonic,TRUE,Acer,Kyocera,Reliance Digital,Pantech,InFocus,Intex,Xolo,Nintendo,Smartfren,Archos,Blu,HP,i-Mobile,Condor,Avea,Karbonn,dtac,Yu,Symphony,T-Mobile,Sharp,Lanix,Other
2010-04,2.37,33.15,0,37.58,0,0,0.23,8.3,0.3,0,0.09,0,15.86,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.67
2010-05,3.27,33.09,0,37.37,0,0,0.08,7.96,0.12,0,0.03,0,16.16,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0.66
2010-06,3.86,30.71,0,38.28,0,0,0.08,7.9,0.11,0,0.03,0,17.23,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0.66
2010-07,3.83,30.09,0,36.78,0,0,0.21,7.9,0.29,0,0.07,0,19.04,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0.71
2010-08,4.07,29.82,0,36.4,0,0,0.22,7.81,0.35,0,0.07,0,19.71,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0.63
2010-09,4.53,26.72,0,38.06,0,0,0.18,7.84,0.4,0,0.06,0,20.99,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.51
2010-10,4.68,26.5,0,37.81,0,0,0.16,7.81,0.42,0,0.05,0,21.51,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0.45
2010-11,5.59,25.72,0,36.54,0,0,0.15,7.04,1.37,0,0.04,0,22.6,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.4
2010-12,6.6,28.04,0,34.4,0,0,0.15,6.6,1.76,0,0.04,0,21.48,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0.39
2011-01,7.06,30.2,0,35.58,0,0,0.17,6.26,1.62,0,0.09,0,18.15,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.35
2011-02,7.36,29.83,0,36.36,0,0,0.18,6.23,1.52,0,0.15,0,17.64,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.3
2011-03,7.88,29.76,0,36.51,0,0,0.17,6.16,1.47,0,0.17,0,17.22,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.26
2011-04,8.56,28.6,0,37.88,0,0,0.17,6.1,1.31,0,0.18,0,16.6,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.22
2011-05,9.65,27.63,0,38.39,0,0,0.16,5.99,1.04,0,0.18,0,16.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.19
2011-06,10.77,25.11,0,41.34,0,0,0.16,5.64,0.92,0,0.17,0,15.23,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0.15
2011-07,11.49,25.22,0,40.23,0,0,0.16,5.49,0.84,0,0.18,0,15.72,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0.14
2011-08,12.84,24.65,0,40.18,0,0,0.15,5.37,0.81,0,0.19,0,15.05,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.12
2011-09,12.73,27.06,0,40.04,0,0,0.15,4.69,0.69,0,0.3,0,13.7,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.12
2011-10,12.64,28.78,0,36.08,0,0,1.62,4.32,0.62,0,3.57,0,11.64,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.11
2011-11,13.1,29.07,0,36.74,0,0,1.79,4.05,0.76,0,3.75,0,10.15,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1
2011-12,13.63,27.06,0,39.43,0,0,1.72,4.11,0.74,0,3.43,0,9.29,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.08
2012-01,14.84,28.67,0,37.67,0,0,1.83,3.92,0.69,0,3.45,0,8.3,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.06
2012-02,14.91,30.58,0,35.96,0,0,1.95,3.72,0.67,0,3.5,0,8.14,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.06
2012-03,14.02,24.87,13.23,32.51,0.06,0,1.53,3.29,0.52,0,2.78,0,6.7,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04
2012-04,14.03,21.47,20.33,29.25,0.36,0,1.41,2.92,0.91,0,2.99,0,5.63,0,0,0,0,0.33,0,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.05
2012-05,17.13,22.04,12.37,30.35,0.49,0,1.9,3.01,1.81,0,4.18,0,5.47,0,0,0,0,0.35,0,0.29,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.15,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0.12
2012-06,17.92,24.56,8.21,30.65,0.57,0.01,2,3.06,1.93,0,4.34,0.01,5.3,0.03,0,0,0,0.4,0,0.34,0.05,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.18,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0.14
2012-07,19.46,25.43,7.69,28.05,0.62,0.02,2.21,3.11,2.02,0,4.41,0.02,5,0.43,0,0,0,0.41,0,0.38,0.07,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.19,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0.14
2012-08,20.64,24.49,7.83,27.69,0.68,0.02,2.18,3.16,2,0,4.38,0.03,4.69,0.55,0,0,0,0.43,0,0.41,0.08,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.04,0,0.18,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.13
2012-09,21.47,23.64,8.09,27.52,0.69,0.02,2.19,3.15,2.07,0,4.26,0.04,4.6,0.58,0,0,0,0.43,0,0.42,0.1,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0.17,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.12
2012-10,21.79,23.73,8.79,26.93,0.7,0.02,2.25,3.08,1.99,0,4.05,0.04,4.36,0.6,0,0,0,0.43,0,0.42,0.1,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0.19,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.11
2012-11,21.91,23.81,9.71,26.31,0.73,0.02,2.37,3.02,1.9,0,3.87,0.04,4,0.61,0,0,0,0.43,0,0.41,0.11,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.07,0,0.21,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0.11
2012-12,22.94,23.27,10.13,25.97,0.74,0.03,2.5,2.87,1.79,0,3.61,0.05,3.61,0.64,0,0,0,0.43,0,0.41,0.12,0,0,0,0,0,0,0,0.05,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.08,0,0.31,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0.1
2013-01,22.69,25.86,10.95,22.15,0.85,0.05,2.79,2.78,1.81,0,3.69,0.14,3.48,0.57,0,0,0,0.46,0,0.48,0.13,0,0,0,0,0,0,0,0.05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.1,0,0.43,0,0,0,0.19,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0.1
2013-02,23.04,27.22,10.7,21.28,0.78,0.03,2.84,2.77,1.75,0,3.45,0.06,3.42,0.6,0,0,0,0.44,0,0.42,0.14,0,0,0,0,0,0,0,0.05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.1,0,0.37,0,0,0,0.19,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0.1
2013-03,24.32,27.16,9.63,21.15,0.8,0.04,2.7,2.86,1.81,0,3.37,0.07,3.39,0.63,0,0,0,0.5,0,0.45,0.15,0,0,0,0,0,0,0,0.05,0.08,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.09,0.11,0,0.27,0,0,0,0.21,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.1
2013-04,25,26.48,10.06,20.91,0.78,0.04,2.76,2.82,1.71,0,3.19,0.08,3.4,0.7,0,0,0,0.51,0,0.44,0.16,0,0,0,0,0,0,0,0.05,0.11,0,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.07,0.11,0,0.27,0,0,0,0.2,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.09
2013-05,25.39,25.87,10.05,21.17,0.77,0.04,2.77,2.75,1.58,0,3.03,0.1,3.63,0.83,0,0,0,0.51,0,0.43,0.18,0,0,0,0,0,0,0,0.05,0.1,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.07,0.1,0,0.27,0,0,0,0.14,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.08
2013-06,25.47,25.09,10.33,21.96,0.78,0.04,2.59,2.65,1.45,0,2.93,0.13,3.62,0.99,0,0,0,0.49,0,0.42,0.21,0,0,0,0,0,0,0,0.05,0.09,0,0.02,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.06,0.11,0,0.21,0,0,0,0.14,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.07
2013-07,25.19,24.74,11.09,21.75,0.79,0.03,2.74,2.45,1.4,0,2.85,0.14,3.67,1.14,0,0,0,0.5,0,0.42,0.24,0,0,0,0,0,0,0,0.05,0.07,0,0.02,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.07,0.11,0,0.26,0,0,0,0.13,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.08
2013-08,25.69,23.39,12.1,21.66,0.81,0.04,2.78,2.34,1.22,0,2.73,0.2,3.75,1.3,0,0,0,0.49,0,0.42,0.25,0,0,0,0,0,0,0,0.05,0.07,0,0.02,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.07,0.1,0,0.25,0,0,0,0.09,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.08
2013-09,26.16,22.68,12.89,21.61,0.79,0.03,2.78,2.21,1.11,0,2.6,0.21,3.75,1.34,0,0,0,0.46,0,0.37,0.25,0,0,0,0,0,0,0,0.06,0.07,0,0.02,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.07,0.09,0,0.24,0,0,0,0.07,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.07
