Date,Samsung,Apple,Unknown,Nokia,Huawei,Xiaomi,LG,Sony,Motorola,Oppo,HTC,Lenovo,RIM,Micromax,Mobicel,Asus,General Mobile,Google,BBK,ZTE,Alcatel,Vivo,Realme,OnePlus,Tecno,Lava,Infinix,Gionee,Vodafone,Turkcell,Wiko,Coolpad,Lyf,Casper,Hisense,Vestel,Itel,Spice,AIS,Meizu,bq,QMobile,LeEco,Panasonic,TRUE,Acer,Kyocera,Reliance Digital,Pantech,InFocus,Intex,Xolo,Nintendo,Smartfren,Archos,Blu,HP,i-Mobile,Condor,Avea,Karbonn,dtac,Yu,Symphony,T-Mobile,Sharp,Lanix,Other
2018-07,30.7,19.4,6.14,1.33,7.15,7.34,3.26,1.42,2.81,4.23,0.88,2.3,0.1,0.8,2.45,0.91,0.29,0.43,1.19,0.61,0.62,0,0,0.16,0.47,0.51,0.33,0.43,0.15,0.05,0.28,0.2,0.22,0.09,0.07,0.11,0.29,0.03,0.08,0.13,0.08,0.21,0.14,0.15,0.1,0.03,0.03,0.07,0.01,0.08,0.09,0.1,0,0.05,0.02,0.06,0.01,0.03,0.06,0,0.07,0.04,0.04,0.06,0.01,0.02,0.03,0.48
2018-08,30.9,20.45,5.66,1.29,7.1,7.12,3.2,1.4,2.68,4.14,0.9,2.09,0.09,0.69,2.46,0.94,0.42,0.43,1.06,0.59,0.61,0,0,0.31,0.46,0.52,0.32,0.39,0.16,0.07,0.33,0.17,0.2,0.13,0.06,0.16,0.27,0.03,0.1,0.11,0.09,0.19,0.13,0.13,0.14,0.03,0.03,0.06,0.01,0.07,0.08,0.09,0,0.04,0.02,0.06,0.01,0.03,0.06,0,0.06,0.05,0.03,0.05,0.01,0.02,0.03,0.45
2018-09,30.8,20.66,4.76,1.24,7.57,7.39,3.11,1.36,2.67,4.35,0.84,2.06,0.08,0.68,2.63,0.97,0.3,0.45,1.03,0.57,0.58,0,0,0.45,0.48,0.55,0.34,0.38,0.14,0.05,0.41,0.17,0.19,0.09,0.06,0.12,0.27,0.03,0.11,0.1,0.11,0.18,0.12,0.13,0.16,0.03,0.03,0.06,0.01,0.08,0.08,0.09,0,0.03,0.02,0.05,0.01,0.04,0.06,0,0.06,0.05,0.03,0.05,0.01,0.02,0.03,0.45
2018-10,30.07,22.34,4.81,1.25,7.37,7.26,3.12,1.29,2.78,4.14,0.83,2,0.07,0.67,2.69,0.93,0.33,0.48,0.93,0.52,0.58,0,0,0.45,0.45,0.5,0.34,0.34,0.13,0.05,0.36,0.16,0.17,0.1,0.06,0.13,0.27,0.03,0.09,0.1,0.1,0.16,0.11,0.12,0.14,0.03,0.03,0.05,0.01,0.07,0.08,0.08,0,0.03,0.02,0.05,0.01,0.03,0.06,0,0.05,0.04,0.03,0.05,0.01,0.02,0.03,0.43
2018-11,28.34,24.44,5.27,1.29,6.31,7.83,3.07,0.84,3.02,4.23,0.83,2.15,0.07,0.76,3.42,0.67,0.33,0.51,0.85,0.44,0.37,0,0,0.34,0.47,0.53,0.3,0.35,0.11,0.06,0.27,0.16,0.17,0.04,0.04,0.07,0.3,0.04,0.08,0.08,0.06,0.14,0.09,0.13,0.1,0.02,0.02,0.05,0,0.06,0.09,0.07,0.01,0.03,0.02,0.04,0.01,0.02,0.07,0,0.06,0.03,0.03,0.05,0.01,0.01,0.02,0.33
2018-12,30.91,21.98,4.52,1.21,7.52,8.44,2.79,0.83,2.75,4.87,0.78,1.94,0.06,0.69,3.3,0.65,0.41,0.5,0.71,0.38,0.22,0,0,0.52,0.43,0.48,0.26,0.3,0.09,0.06,0.23,0.14,0.14,0.04,0.03,0.08,0.27,0.03,0.06,0.07,0.05,0.13,0.07,0.11,0.08,0.01,0.02,0.05,0,0.05,0.08,0.06,0,0.02,0.02,0.03,0.01,0.01,0.06,0,0.06,0.02,0.02,0.04,0,0.01,0.01,0.27
2019-01,32.16,22.85,4.43,1.16,7.87,7.88,2.78,0.79,2.72,4.49,0.76,1.77,0.06,0.6,3.04,0.57,0.46,0.49,0.6,0.35,0.2,0,0,0.5,0.39,0.4,0.24,0.26,0.09,0.07,0.16,0.12,0.11,0.04,0.03,0.08,0.24,0.03,0.04,0.06,0.05,0.13,0.06,0.09,0.04,0.01,0.01,0.04,0,0.04,0.07,0.05,0,0.02,0.02,0.03,0.01,0.01,0.05,0,0.05,0.01,0.02,0.04,0,0.01,0.01,0.24
2019-02,31.52,23.28,4.65,1.19,8.12,8.03,2.74,0.75,2.77,4.46,0.72,1.7,0.05,0.57,3.12,0.54,0.36,0.53,0.58,0.33,0.19,0,0,0.52,0.39,0.37,0.23,0.25,0.08,0.06,0.13,0.11,0.11,0.03,0.03,0.07,0.24,0.03,0.03,0.06,0.05,0.15,0.06,0.09,0.02,0.01,0.01,0.03,0,0.04,0.06,0.05,0,0.02,0.02,0.02,0.01,0.01,0.04,0,0.04,0.01,0.02,0.06,0,0.01,0.01,0.24
2019-03,31.77,22.4,4.11,1.19,8.57,7.52,2.89,1.15,2.72,4.41,0.66,1.51,0.06,0.47,2.65,0.91,0.36,0.52,0.68,0.39,0.33,0,0.02,0.6,0.48,0.36,0.32,0.26,0.11,0.06,0.19,0.1,0.1,0.11,0.05,0.16,0.25,0.02,0.03,0.09,0.1,0.15,0.08,0.09,0.03,0.02,0.02,0.03,0,0.05,0.05,0.07,0,0.02,0.02,0.03,0,0.01,0.05,0,0.04,0.01,0.02,0.07,0.01,0.02,0.03,0.4
2019-04,32.16,22.76,4.19,1.13,8.72,7.21,2.87,1.14,2.62,4.35,0.66,1.41,0.06,0.4,2.58,0.93,0.44,0.55,0.63,0.37,0.34,0,0.03,0.6,0.43,0.33,0.29,0.22,0.11,0.07,0.17,0.09,0.09,0.13,0.05,0.2,0.23,0.02,0.02,0.09,0.09,0.15,0.07,0.07,0.03,0.02,0.02,0.03,0,0.04,0.04,0.07,0,0.03,0.02,0.03,0,0.01,0.05,0,0.03,0.01,0.02,0.07,0.01,0.02,0.02,0.38
2019-05,31.55,22.66,4.49,1.13,8.97,7.46,2.89,1.11,2.68,4.42,0.62,1.35,0.05,0.39,2.73,0.95,0.36,0.6,0.62,0.36,0.32,0,0.03,0.61,0.47,0.31,0.29,0.21,0.1,0.05,0.15,0.09,0.08,0.11,0.05,0.17,0.23,0.02,0.02,0.08,0.08,0.11,0.07,0.07,0.02,0.02,0.02,0.02,0,0.04,0.04,0.07,0,0.03,0.02,0.03,0,0,0.03,0,0.03,0.01,0.02,0.07,0.01,0.02,0.02,0.37
2019-06,31.98,22.04,5.03,1.12,9.04,7.39,2.81,1.01,2.69,4.21,0.58,1.33,0.04,0.38,2.82,0.88,0.47,0.63,0.6,0.36,0.3,0,0.04,0.6,0.42,0.32,0.29,0.21,0.1,0.06,0.13,0.08,0.08,0.14,0.04,0.21,0.23,0.02,0.02,0.07,0.07,0.14,0.06,0.07,0.01,0.01,0.02,0.02,0,0.04,0.04,0.07,0,0.02,0.01,0.03,0,0,0.05,0,0.03,0.01,0.02,0.09,0.01,0.02,0.02,0.36
2019-07,31.13,22.01,5.36,1.11,9.15,7.76,2.56,0.94,2.63,4.46,0.54,1.3,0.04,0.35,3.26,0.87,0.42,0.62,0.66,0.33,0.28,0,0.04,0.58,0.4,0.31,0.28,0.2,0.09,0.06,0.12,0.08,0.07,0.12,0.14,0.19,0.22,0.02,0.01,0.08,0.06,0.14,0.06,0.07,0.01,0.01,0.02,0.02,0,0.03,0.04,0.06,0,0.03,0.01,0.03,0,0,0.05,0,0.03,0,0.02,0.08,0.01,0.02,0.02,0.36
2019-08,31.47,22.17,3.69,1.08,9.02,8.38,2.59,0.9,2.56,4.73,0.52,1.22,0.04,0.32,3.31,0.87,0.42,0.62,0.59,0.32,0.31,0.07,0.29,0.58,0.46,0.29,0.29,0.19,0.09,0.05,0.13,0.07,0.06,0.12,0.23,0.19,0.22,0.02,0.01,0.09,0.06,0.15,0.06,0.06,0.01,0.01,0.02,0.02,0,0.03,0.04,0.06,0,0.02,0.01,0.02,0,0,0.05,0,0.03,0,0.02,0.04,0.01,0.02,0.02,0.62
2019-09,31.18,22.48,3.16,1.02,10.02,8.26,2.47,0.85,2.48,4.57,0.47,1.09,0.03,0.29,3.32,0.8,0.41,0.62,0.58,0.29,0.29,0.1,0.49,0.65,0.45,0.27,0.32,0.18,0.08,0.05,0.12,0.07,0.06,0.12,0.45,0.18,0.22,0.01,0.01,0.08,0.07,0.13,0.05,0.06,0.01,0.01,0.02,0.02,0,0.03,0.03,0.05,0,0.02,0.01,0.02,0,0,0.04,0,0.02,0,0.01,0.04,0.01,0.02,0.02,0.67
2019-10,31.49,22.09,3.27,0.95,10.02,7.79,2.4,0.84,2.41,4.1,0.42,0.96,0.03,0.28,3.15,0.74,0.42,2.35,0.5,0.27,0.27,0.1,0.54,0.7,0.42,0.24,0.32,0.15,0.08,0.05,0.11,0.07,0.05,0.12,0.51,0.18,0.2,0.01,0.01,0.08,0.06,0.12,0.05,0.05,0.01,0.01,0.01,0.01,0,0.03,0.03,0.05,0,0.01,0.01,0.02,0,0,0.04,0,0.02,0,0.01,0.03,0.01,0.02,0.02,0.71
2019-11,31.36,22.9,3.21,0.97,10.18,8.16,2.4,0.83,2.4,4.42,0.4,0.97,0.03,0.24,3.41,0.75,0.43,0.66,0.45,0.27,0.27,0.08,0.78,0.73,0.45,0.22,0.32,0.14,0.08,0.05,0.1,0.07,0.05,0.13,0.52,0.19,0.19,0.01,0.01,0.07,0.06,0.13,0.05,0.05,0.01,0.01,0.02,0.01,0,0.03,0.03,0.05,0,0.01,0.01,0.02,0,0,0.04,0,0.02,0,0.01,0.02,0.01,0.02,0.01,0.48
2019-12,31.37,24.79,2.67,0.9,9.95,7.73,2.54,0.77,2.5,4.23,0.38,0.87,0.03,0.18,3.19,0.7,0.42,0.75,0.39,0.27,0.27,0.08,0.84,0.74,0.43,0.18,0.33,0.12,0.07,0.05,0.09,0.07,0.04,0.14,0.53,0.19,0.18,0.01,0.01,0.07,0.06,0.11,0.04,0.04,0.01,0.01,0.03,0.01,0,0.02,0.02,0.04,0,0.01,0.01,0.02,0,0,0.04,0,0.01,0,0.01,0.02,0.02,0.02,0.01,0.38
2020-01,31.29,24.76,2.18,0.88,10.61,8.1,2.4,0.8,2.42,4.25,0.38,0.86,0.03,0.15,3.02,0.69,0.43,0.69,0.35,0.26,0.27,0.08,0.88,0.79,0.47,0.15,0.37,0.11,0.07,0.05,0.09,0.06,0.03,0.15,0.48,0.2,0.18,0.01,0.01,0.08,0.06,0.1,0.04,0.03,0,0.01,0.02,0.01,0,0.02,0.02,0.04,0,0.01,0.01,0.02,0,0,0.03,0,0.01,0,0.01,0.02,0.02,0.02,0.01,0.39
2020-02,30.91,25.89,1.95,0.81,10.98,7.8,2.34,0.8,2.36,4.31,0.37,0.77,0.02,0.12,2.89,0.69,0.41,0.7,0.34,0.31,0.28,0.11,0.89,0.78,0.44,0.13,0.38,0.09,0.06,0.06,0.09,0.06,0.02,0.15,0.4,0.19,0.15,0,0.01,0.08,0.06,0.08,0.03,0.03,0,0.01,0.02,0.01,0,0.02,0.01,0.04,0,0.01,0.01,0.01,0,0,0.03,0,0.01,0,0.01,0.02,0.02,0.02,0.01,0.39
2020-03,30.8,27.03,1.83,0.72,10.7,7.7,2.28,0.76,2.35,4.3,0.36,0.74,0.02,0.12,2.87,0.66,0.36,0.73,0.31,0.37,0.28,0.11,0.93,0.78,0.4,0.12,0.37,0.08,0.06,0.06,0.09,0.05,0.02,0.13,0.32,0.17,0.13,0,0,0.07,0.05,0.07,0.03,0.02,0,0.01,0.02,0.01,0,0.02,0.01,0.04,0,0.01,0.01,0.01,0,0,0.03,0,0.01,0,0.01,0.01,0.02,0.02,0.01,0.39
2020-04,30.41,28.79,1.55,0.69,10.28,7.6,2.28,0.76,2.51,4.2,0.35,0.71,0.02,0.1,2.75,0.7,0.33,0.75,0.28,0.24,0.27,0.1,0.9,0.8,0.38,0.1,0.35,0.07,0.05,0.06,0.08,0.05,0.02,0.12,0.25,0.15,0.12,0,0,0.07,0.04,0.05,0.03,0.02,0,0.01,0.02,0.01,0,0.01,0.01,0.03,0,0.01,0.01,0.01,0,0,0.02,0,0.01,0,0.01,0.01,0.02,0.02,0.01,0.38
2020-05,30.18,26.72,1.8,0.73,10.39,8.36,2.19,0.78,2.46,4.7,0.36,0.77,0.02,0.1,3.12,0.76,0.28,0.7,0.31,0.25,0.29,0.11,1.04,0.81,0.44,0.11,0.39,0.08,0.05,0.06,0.08,0.05,0.02,0.11,0.28,0.13,0.14,0,0,0.07,0.05,0.05,0.03,0.02,0.01,0.01,0.02,0.01,0,0.02,0.01,0.03,0,0.01,0.01,0.01,0,0,0.03,0,0.01,0,0.01,0.01,0.01,0.03,0.01,0.39
2020-06,31.06,25.26,1.81,0.74,10.69,8.55,2.11,0.78,2.57,4.65,0.35,0.75,0.02,0.1,3.18,0.75,0.34,0.68,0.29,0.23,0.25,0.1,1.04,0.77,0.5,0.11,0.42,0.08,0.05,0.09,0.08,0.04,0.02,0.13,0.25,0.16,0.15,0,0,0.07,0.05,0.05,0.03,0.02,0.01,0.01,0.02,0.01,0,0.02,0.01,0.03,0,0.01,0.01,0.01,0,0,0.02,0,0.01,0,0.01,0.01,0.01,0.03,0.01,0.38
2020-07,30.95,24.82,1.8,0.76,10.75,8.94,2.03,0.75,2.45,4.69,0.33,0.74,0.02,0.11,3.46,0.72,0.37,0.65,0.29,0.21,0.24,0.1,1.13,0.76,0.53,0.11,0.42,0.08,0.06,0.09,0.08,0.04,0.02,0.14,0.26,0.17,0.16,0,0,0.07,0.04,0.04,0.03,0.02,0,0.01,0.02,0.01,0,0.01,0.01,0.03,0,0.01,0.01,0.01,0,0,0.02,0,0.01,0,0.01,0.01,0.01,0.02,0.01,0.37
2020-08,31.04,25.15,1.81,0.74,10.73,8.9,1.96,0.73,2.39,4.69,0.32,0.72,0.02,0.1,3.38,0.7,0.38,0.63,0.27,0.2,0.23,0.1,1.18,0.75,0.54,0.1,0.45,0.07,0.05,0.08,0.07,0.04,0.02,0.15,0.25,0.17,0.16,0,0,0.06,0.04,0.04,0.02,0.02,0,0.01,0.02,0,0,0.01,0.01,0.03,0,0.01,0.01,0.01,0,0,0.02,0,0,0,0.01,0.01,0.01,0.02,0.01,0.35
2020-09,30.57,24.98,1.67,0.74,10.58,9.49,1.88,0.69,2.27,4.94,0.29,0.67,0.01,0.09,3.5,0.67,0.33,0.63,0.26,0.19,0.21,0.1,1.45,0.81,0.6,0.1,0.55,0.07,0.05,0.05,0.07,0.03,0.02,0.14,0.23,0.16,0.18,0,0,0.06,0.04,0.05,0.02,0.02,0,0.01,0.02,0,0,0.01,0.01,0.02,0,0.01,0.01,0.01,0,0,0.02,0,0,0,0,0.01,0.01,0.02,0.01,0.35
2020-10,30.25,26.53,1.84,0.69,10.44,9.67,1.79,0.67,2.21,4.83,0.28,0.65,0.02,0.08,2.54,0.64,0.31,0.63,0.24,0.18,0.2,0.1,1.55,0.85,0.59,0.09,0.55,0.06,0.05,0.04,0.06,0.03,0.01,0.13,0.19,0.15,0.17,0,0,0.05,0.04,0.05,0.02,0.02,0,0.01,0.02,0,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0,0.02,0,0,0,0,0.01,0.01,0.02,0.01,0.32
2020-11,30.36,28.19,2.78,0.69,10.43,9.6,1.81,0.67,2.2,4.8,0.27,0.62,0.02,0.08,0,0.62,0.26,0.7,0.2,0.18,0.2,0.13,1.65,0.83,0.62,0.08,0.59,0.06,0.04,0.04,0.06,0.03,0.01,0.11,0.15,0.12,0.18,0,0,0.05,0.04,0.05,0.02,0.02,0,0.01,0.02,0,0,0.01,0.01,0,0,0.01,0.01,0.01,0,0,0.02,0,0,0,0,0.01,0.01,0.02,0.01,0.3
2020-12,29.14,26.91,1.69,0.66,9.83,10.02,1.71,0.61,2.09,5.02,0.24,0.62,0.01,0.08,0.01,0.58,0.2,0.66,0.2,0.16,0.17,3.7,2.07,0.84,0.73,0.1,0.63,0.06,0.04,0.03,0.06,0.03,0.01,0.08,0.07,0.09,0.21,0,0,0.04,0.03,0.05,0.02,0.02,0,0,0.02,0,0,0.01,0.01,0,0,0.01,0.01,0.01,0,0,0.02,0,0,0,0,0.01,0.02,0.02,0.01,0.31
2021-01,28.97,27.47,1.61,0.63,9.72,10.04,1.69,0.6,2.13,5.03,0.23,0.6,0.01,0.08,0.01,0.57,0.19,0.66,0.19,0.16,0.16,3.74,2.11,0.83,0.67,0.1,0.58,0.05,0.03,0.02,0.05,0.03,0.01,0.08,0.04,0.08,0.19,0,0,0.04,0.03,0.04,0.02,0.01,0,0,0.02,0,0,0.01,0.01,0,0,0.01,0,0.01,0,0,0.02,0,0,0,0,0.01,0.02,0.03,0.01,0.31
2021-02,28.52,27.33,1.82,0.64,9.62,10.27,1.67,0.59,2.17,5.07,0.22,0.61,0.01,0.08,0.01,0.56,0.16,0.66,0.2,0.16,0.16,3.84,2.23,0.83,0.7,0.1,0.6,0.06,0.03,0.02,0.05,0.03,0.01,0.07,0.04,0.07,0.19,0,0,0.04,0.03,0.04,0.02,0.02,0,0,0.02,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0.01,0.02,0.03,0.01,0.31
2021-03,28.35,27.41,1.94,0.64,9.27,10.31,1.63,0.59,2.16,5.29,0.23,0.59,0.01,0.08,0.01,0.57,0.13,0.66,0.19,0.15,0.15,3.95,2.32,0.83,0.7,0.11,0.61,0.05,0.03,0.01,0.05,0.03,0.01,0.05,0.03,0.06,0.19,0,0,0.04,0.02,0.04,0.02,0.01,0,0,0.02,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0.01,0.03,0.03,0.01,0.31
2021-04,28.15,27,2.45,0.64,9.19,10.43,1.6,0.55,2.19,5.31,0.21,0.62,0.02,0.08,0.01,0.55,0.12,0.68,0.19,0.14,0.14,3.99,2.34,0.85,0.73,0.11,0.61,0.05,0.03,0.01,0.04,0.03,0.01,0.05,0.03,0.05,0.2,0,0,0.04,0.02,0.03,0.02,0.01,0,0,0.02,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0.01,0.03,0.03,0.01,0.31
2021-05,27.84,26.46,3.2,0.64,8.84,10.63,1.58,0.53,2.18,5.39,0.2,0.6,0.01,0.07,0.01,0.53,0.14,0.67,0.19,0.14,0.13,4.12,2.41,0.87,0.77,0.11,0.62,0.05,0.03,0.01,0.04,0.03,0.01,0.06,0.03,0.06,0.21,0,0,0.04,0.02,0.03,0.02,0.01,0,0,0.02,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.01,0.03,0.02,0,0.32
2021-06,27.48,26.35,3.12,0.64,8.66,10.8,1.55,0.5,2.23,5.67,0.2,0.57,0.01,0.07,0.01,0.52,0.13,0.66,0.19,0.14,0.13,4.32,2.62,0.89,0.74,0.11,0.63,0.05,0.03,0.01,0.04,0.03,0.01,0.05,0.02,0.06,0.2,0,0,0.04,0.01,0.03,0.02,0.01,0,0,0.02,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.01,0.03,0.02,0,0.33
2021-07,27.33,26.92,3.21,0.63,8.19,10.94,1.55,0.48,2.27,5.54,0.19,0.56,0.01,0.07,0.01,0.5,0.12,0.67,0.18,0.13,0.12,4.34,2.66,0.88,0.74,0.1,0.6,0.05,0.02,0.01,0.03,0.03,0.01,0.05,0.02,0.05,0.2,0,0,0.03,0.01,0.03,0.02,0.01,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.04,0.02,0,0.33
2021-08,27.92,26.42,2.27,0.6,7.91,11.38,1.52,0.46,2.25,5.61,0.17,0.54,0.01,0.05,0.01,0.47,0.11,0.68,0.16,0.13,0.11,4.58,2.83,0.96,0.86,0.09,0.82,0.05,0.03,0.01,0.03,0.02,0.01,0.05,0.02,0.05,0.26,0,0,0.03,0.01,0.03,0.01,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.04,0.02,0,0.34
2021-09,27.55,26.75,2.26,0.58,7.88,11.51,1.45,0.44,2.26,5.65,0.16,0.53,0.01,0.05,0.01,0.44,0.1,0.67,0.15,0.13,0.11,4.57,2.85,0.96,0.9,0.08,0.88,0.04,0.02,0.01,0.03,0.02,0.01,0.04,0.02,0.05,0.27,0,0,0.03,0.01,0.02,0.01,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.03,0.02,0,0.32
2021-10,26.91,28.3,2.21,0.54,7.62,11.36,1.39,0.43,2.24,5.4,0.15,0.5,0.01,0.04,0.01,0.41,0.1,0.68,0.14,0.12,0.1,4.33,3.3,0.95,0.81,0.07,0.82,0.04,0.02,0.01,0.03,0.02,0.01,0.04,0.02,0.04,0.24,0,0,0.03,0.02,0.02,0.1,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.03,0.02,0,0.29
